Symbol,Ins-Count,Ins-Date,Ins-Amt,Rep-Date,Rep-Amt,Sen-Date,Sen-Amt,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,revenuePerShare,netIncomePerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,incomeQuality,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,roe,capexPerShare,Ins-Buy-Price,Mon-1-Price,Mon-2-Price,Mon-3-Price,Mon-6-Price,Mon-9-Price,Mon-12-Price,Labels
FEYE,1,9/10/2021,277335,0,0,0,0,1.318027833,0.936935389,0.272667496,247.5533755,0,61.04055834,13.28217237,47.75838596,0.442322886,-0.741901501,-0.863646739,-0.567957159,-0.007755799,-0.020591146,-0.061288193,-0.049091337,0.657626705,1.164098923,-0.741901501,0.664027527,1.976434322,0.362378763,0.499283982,-5.724834033,0.022273757,2.976434322,1.474429502,6.776,0,1.116961817,0.036254751,0.098807733,0.08416674,5.283278335,0,0.205820385,0.851823417,0.022273757,0.051794527,-6.748704663,-6.748704663,0,4.545062282,4.545062282,42.11905346,-18.53971412,240.2374132,204.6398541,204.6398541,0.889906278,42.11905346,0,-181.2800431,4.545062282,0.480067768,-0.272657926,4.448783921,-0.395180357,4.448783921,4.498274184,4797781380,5463055380,-18.53971412,204.6398541,240.2374132,4.545062282,4.545062282,47.95940111,-181.2800431,233.0157978,273.5494157,-0.013484566,0.004162549,1.976434322,0.664027527,-22.07572339,-0.362387165,0.254762532,0.35931876,0.365816521,-0.148176583,-0.030497761,-0.18250591,0.23181459,5.22421424,-0.03611861,-0.032468751,-3.265254194,451742000,-93768000,-214140000,0.997140023,93235000,11225500,2716000,61.04055834,13.28217237,0,-0.061288193,-0.014640992,18.17,0,0,0,0,0,0,Weak
GSBD,1,3/10/2021,264631,0,0,0,0,0,0,0,62.06908792,0,0,0,0,0,0,1.215796947,1.213449265,0.001930982,0.052118398,0.106885405,0,0.998069018,0,0,0.51238995,1.050819093,0.501838103,0.501838103,0,0.147113813,2.050819093,5.880543959,0,0,0,0.04295062,5.92458623,5.92458623,0.795438007,0.53558085,1.682479546,1,0.147113813,0,0,2.588827601,0.53558085,0.478273635,0.478273635,5.429747777,1.118659827,3.227229592,3.227229592,3.227229592,0.002576837,5.429747777,0.119692519,12.72988599,0.478273635,3.521342203,4.272970107,39.97711479,39.97711479,39.97711479,40.59397094,772479356.8,2367402357,1.118659827,3.227229592,3.227229592,0.478273635,0.478273635,16.64044168,12.72988599,9.890427329,9.890427329,0.2234817,0.309863297,1.050819093,0.51238995,8.576145871,1.386526487,0.012237467,0,0,0,0,0,0,61.99574881,0,0.052118398,-40.76416824,0,1615141000,-1697221000,1.007379541,17105000,40009500,0,15.30470661,0,0,0.106885405,0,19.12,0,19.7,20.08,19.1,19.21,19.29,Buy
KODK,1,3/21/2022,837971,0,0,0,0,2.611650485,1.737864078,1.171521036,208.0618893,71.93430657,123.2372382,50.25547445,72.98176371,0.107491857,-0.071661238,-0.022801303,-0.019543974,0.142857143,-0.002763703,-0.006141249,-0.011815252,0.857142857,0.318181818,-0.071661238,0.549976969,1.222108495,0.23372549,0.242048099,-2.2,-0.044871795,2.222108495,1.754285714,1.790849673,1.251141553,1.64171123,0.141409489,-0.178117048,-0.318066158,4.605597964,-0.166666667,-0.045602606,1.785714286,-0.044871795,-1,1.272727273,1.4,-0.166666667,0.376507677,0.376507677,1.198201954,-15.327,-14.71392,-26.27485714,-26.27485714,0.059462103,1.198201954,0.002718514,28.89527273,0.376507677,3.905852417,-0.076335878,12.43002545,11.84478372,12.43002545,4.096692112,367848000,317848000,-15.327,-26.27485714,-14.71392,0.376507677,0.376507677,1.035335505,28.89527273,-22.70342857,-12.71392,-0.016311085,-0.067962854,1.222108495,0.549976969,-4.545454545,2.333333333,0,0.029315961,0.021188392,0.785714286,-0.035830619,-1.375,0.003257329,4.620528146,-0.014572753,-0.002823529,-7.522264631,498000000,931000000,-387000000,0.319344933,171000000,152000000,229500000,51.3029316,50.25547445,71.93430657,-0.006141249,-0.139949109,6.18,5.65,0,5.67,4.95,3.16,0,Weak
CALX,1,2/4/2022,509400,0,0,0,0,3.193833115,2.259739652,0.400613411,176.3128405,93.90275397,137.377153,30.70328458,106.6738684,0.517138177,0.082848219,0.078120837,0.112691944,-0.44253374,0.026792645,0.034975406,0.023808593,1.44253374,0.942939245,0.082848219,0.233957565,0.305410712,0.021308393,0.027330595,203,0.790007513,1.305410712,2.070183879,2.931282475,0.958438344,5.194141028,0.237751202,0.197310399,0.147396403,3.195230649,0,0.071522909,0.747028055,0.790007513,3.508898776,-3.953007519,-3.953007519,0,8.99688527,8.99688527,28.9882694,64.30865525,542.5505517,405.3004834,405.3004834,-0.723472372,28.9882694,0,289.9640594,8.99688527,2.758702111,0.310883503,8.888631744,6.964315872,8.888631744,0.250883503,5114081500,5078720500,64.30865525,405.3004834,542.5505517,8.99688527,8.99688527,28.78783181,289.9640594,402.4980583,538.7991195,0.003887502,0.001843146,0.305410712,0.233957565,-2.018898087,0.634676324,0.081958292,0.147036317,0.165841904,-0.252971945,-0.018093289,-0.871892925,0.035001899,7.885106331,0.034546781,0.032119385,2.174906177,281109000,445368000,235641000,0.028098545,88574000,30200500,82023000,43.47439902,30.70328458,93.90275397,0.034975406,-0.049913995,50.15,48.52,42.38,41.37,58.81,68.42,0,Strong Buy
AIMD,1,12/6/2021,1000000,0,0,0,0,0.313544015,0.266328889,0.250509129,44.88253749,0.151971285,11.21889834,0,11.21889834,0.714536761,-3.259428401,-3.195437568,-3.195437568,0,-0.058023992,-0.067698741,-0.068912543,1,0.980367468,-3.259428401,0.142908845,0.166737043,0.002055073,0.115655039,0,-0.234002841,1.166737043,8.132338777,0,592.2171429,3.794439799,0.018158387,-0.003682253,-0.003810782,0.004963729,0,-1.444487291,1.034904962,-0.234002841,-0.237746463,28.64922152,28.64922152,0,92.00215568,92.00215568,4342.579191,-339.748399,-2904.915825,-3006.311802,-3006.311802,9.592749241,4342.579191,0,-1360.316031,92.00215568,0.002549176,-0.008145734,0.120323268,-0.013165186,0.120323268,0.015735932,1576582061,1578116231,-339.748399,-3006.311802,-2904.915825,92.00215568,92.00215568,4346.80495,-1360.316031,-3009.23724,-2907.742595,-0.000735839,-0.000344244,0.166737043,0.142908845,-1.322434942,0.452046789,0,1.781557463,0.950869892,0.034904962,-0.050419775,0,0,0.148501614,-0.063689829,-1.181027172,-0.014862906,-1937163,-1874977,-1972452,0.130780457,92195,0,87.5,11.06692705,0,0.151971285,-0.067698741,-0.000128529,6.75,10.2,0,0,5.25,2.24,0.62,Strong Buy
MEG,1,5/17/2022,500026,0,0,0,0,2.395887457,2.283554842,0.940779377,362.7993763,2.560925938,92.0183064,17.94684679,74.07145961,0.343733294,-0.056697357,-0.046532522,-0.055954856,-0.202489229,-0.009536283,-0.016078789,-0.011057852,1.202489229,0.820717653,-0.056697357,0.406902923,0.686064622,0.285479295,0.307230233,-6.992673993,-0.08817643,1.686064622,1.006065677,5.014808511,35.14353877,1.894126913,0.170428158,-0.61789495,-0.628413458,3.161991774,-0.544055202,-0.136085536,1.017023134,-0.08817643,-0.889924739,58.74358974,-4.83843717,-0.544055202,3.349768419,3.349768419,11.65733338,-52.0836538,-84.22798605,-85.66181034,-85.66181034,0.076406059,11.65733338,0.002611449,182.2591623,3.349768419,4.540489515,-0.254062437,15.80109231,-0.232823141,15.80109231,7.044299103,1570009660,1684074660,-52.0836538,-85.66181034,-84.22798605,3.349768419,3.349768419,12.50426685,182.2591623,-91.8853481,-90.347353,-0.00479997,-0.011872538,0.686064622,0.406902923,12.34469697,2.432059448,0,0,0.601836139,0.017023134,-0.002316602,-0.021644121,0.077405702,9.503969715,-0.015695062,-0.023950649,-4.251348527,139163000,-6906000,-82695000,0.443481007,136514000,43280500,1257500,89.45738046,17.94684679,2.560925938,-0.016078789,-0.010518509,41.41,30.52,0,44.55,45.45,53.68,0,Strong Buy
WLKP,1,3/29/2019,29999996,0,0,0,0,5.067292709,4.969736734,0.404822439,242.0540621,1.631253718,61.31581698,12.09016258,49.2256544,0.278885993,0.257520292,0.243622012,0.035395041,0.002543098,0.008127212,0,0.061170847,0.14528671,0.946030351,0.257520292,0.361148329,0,1,1,16.06690206,0.222247115,0,1.507927596,7.44406863,55.17228806,0.292375889,0.229614431,3.305090488,2.999481633,0.614767319,1.141546747,0.316172463,0.907533892,0.222247115,0,-10.81477331,28.30586667,1.141546747,0,0,2.308330604,16.30405394,8.044723374,7.300859111,7.300859111,-6.195540499,2.308330604,0.017504032,27.93122235,0,10.45344196,0.370000002,0,28.90337392,0,15.03878913,774964292.1,1232828292,16.30405394,7.300859111,8.044723374,0,0,3.672137291,27.93122235,11.61434889,12.79770265,0.01533361,0.124305082,0,0.361148329,10.37346504,1.301108088,0,0,0.003976404,-0.092466108,-0.029235237,-0.368071702,0,0,0.061170847,0.008159658,-10.55933862,198370000,928267000,-280902000,0,231343500,40099000,4696000,59.68456326,12.09016258,1.631253718,0,-0.305608855,22.71,22.43,22.55,0,0,0,0,Weak
CYH,1,8/2/2022,2352000,0,0,0,0,1.450544662,1.022657952,0.150762527,248.9314928,17.97979798,79.36016608,42.02020202,37.33996406,0.392638037,0.040558964,-0.0334015,-0.111111111,-2.040816327,-0.021649621,0.187356322,0.009323827,3.326530612,-0.823529412,0.040558964,1.076902643,-9.31954023,1.158009444,1.155398768,0.54587156,0.004096777,-8.654022989,1.466266867,2.141826923,5.005617978,0.529698502,0.194846593,0.410548554,-0.340832762,2.6801849,0,0.018064076,-0.830188679,0.004096777,0.286486486,-0.546391753,-0.546391753,0,-0.278223213,-0.278223213,0.164999452,-0.371248766,-11.00246344,9.13412059,9.13412059,1.48E-05,0.164999452,0,58.11159285,-0.278223213,22.72734825,-2.525260917,-13.47838649,-41.69004373,-13.47838649,101.9012496,484108391.3,13075108391,-0.371248766,9.13412059,-11.00246344,-0.278223213,-0.278223213,4.456410495,58.11159285,246.7001583,-297.1615543,-0.673402911,-0.090888736,-9.31954023,1.076902643,55.96,-0.177852349,0.026584867,0,0.280515341,-1.830188679,-0.033060668,-0.729323308,0.001022495,27.67345224,0.026736895,-0.030090456,-109.9282484,1034000000,-5382000000,-12887000000,-7.435057471,2040000000,828500000,354500000,61.3803681,42.02020202,17.97979798,0.187356322,-0.751381316,2.85,2.67,0,2.96,5.62,0,0,Strong Buy
TCON,1,6/21/2022,1105278,0,0,0,0,1.156490336,1.11282017,1.11282017,0,0,0,0,0,0,0,0,0,0,-0.502173452,-3.395340502,-2.415239069,1,1.002858353,0,0.852099237,5.761290323,0,0.200114679,-363.3076923,-9.659025788,6.761290323,0,0,0,0,0,-0.34382196,-0.344025948,0.848590539,0,0,1.000593296,-9.659025788,-9.659025788,1685.5,1685.5,0,18.48445634,18.48445634,0,-1.361016393,-7.644772188,-7.649307799,-7.649307799,0.06805082,0,0,-3.760780365,18.48445634,0,-0.483094842,0.142281707,0.142281707,0.142281707,0.036921848,51571633.18,35629633.18,-1.361016393,-7.649307799,-7.644772188,18.48445634,18.48445634,0,-3.760780365,-5.284727556,-5.281594008,-0.183686252,-0.130808345,5.761290323,0.852099237,1.682710576,0.711706957,0,0,0,0.000593296,0,0.148148148,0,1.243603664,-2.415239069,-0.502173452,0.028864318,2340000,2790000,1219000,0.250179211,0,2471500,0,0,0,0,-3.395340502,-0.000203988,1.39,1.95,0,1.81,1.29,0,0,Strong Buy
COOK,1,10/17/2022,431150,0,0,0,0,2.129365694,0.389044215,0.076034789,133.7596494,214.7059431,247.6877744,21.89146144,225.796313,0.276986395,-2.13227705,-2.248304687,-2.24590566,0.001067038,-0.227421084,-0.579686653,-0.244955304,0.998932962,1.054414897,-2.13227705,0.607682732,1.54895739,0.543120217,0.563621145,-27.25664441,0.051229438,2.54895739,2.728775095,4.111191949,0.419177964,1.248259799,0.101260301,0.200484687,0.177103285,0.069618877,0,0.256354758,0.883375619,0.051229438,0.643480355,-8.574536377,-8.574536377,0,0.930702915,0.930702915,3.605863503,-0.401381898,15.92291192,14.06591217,14.06591217,0.007135678,3.605863503,0,-4.224793566,0.930702915,0.782059553,-1.756431977,3.029967945,-1.958025696,3.029967945,3.974646655,338186726.2,799157726.2,-0.401381898,14.06591217,15.92291192,0.930702915,0.930702915,8.520895277,-4.224793566,33.23868595,37.62689986,-0.622848219,0.062802583,1.54895739,0.607682732,-2.436949868,-0.114143155,0.755768329,0,0.645840509,-0.116624381,-0.029897215,-0.195155902,0.567801851,10.94273655,-0.223701295,-0.642143129,-3.734261821,124010000,-234815000,-329025000,1.291586743,73066500,22065000,162786500,32.98183136,21.89146144,214.7059431,-0.579686653,-0.023381403,2.91,3.94,0,3.08,0,0,0,Strong Buy
DFIN,2,5/11/2022,3279449,0,0,0,0,1.301477833,1.129064039,0.051231527,378.492891,0,93.32701422,49.8685541,43.45846012,0.531279621,0.167298578,0.161137441,0.125118483,0.223529412,0.030289123,0.074597344,0.052796889,0.776470588,0.963172805,0.167298578,0.593965122,1.462842611,0.398640612,0.416968699,22.0625,-0.206242592,2.462842611,0.964351005,1.804744526,0,3.317610063,0.242083525,-1.58662614,-1.887537994,0.316109422,0,-0.247393365,1.189655172,-0.206242592,-2.821621622,5.272727273,5.272727273,0,3.091986437,3.091986437,5.186037915,10.36225379,-17.62083736,-20.96272031,-20.96272031,2.659645139,5.186037915,0,26.52686508,3.091986437,6.41337386,0.802431611,10.75683891,-3.981762918,10.75683891,7.741641337,1094254000,1336954000,10.36225379,-20.96272031,-17.62083736,3.091986437,3.091986437,6.336274882,26.52686508,-25.61214559,-21.52904992,0.024126026,-0.056750992,1.462842611,0.593965122,4.81547619,-1.977272727,0,0,0.55633318,0.189655172,-0.046919431,-0.668918919,0.017061611,13.93598294,0.034433934,0.068269977,-10.43161094,61200000,-131000000,-253500000,0.715173778,208950000,45550000,2800000,93.32701422,49.8685541,0,0.074597344,-0.300911854,25.88,0,29.96,42.86,37.12,0,0,Strong Buy
ACR-PC,1,8/8/2022,403225,0,0,0,0,0,0,0,223.1503424,0,0,0,0,0,0,0.30014132,0.301445809,0,0.002353564,0.012538604,0,1.004346251,0,0,0.810167601,4.316164535,0.810238882,0.810238882,0,0.006440271,5.327495851,1.635668563,0,0,0.711914251,0.007807587,0.001368403,0.001367166,0.003923064,0.875586008,0.661104468,0.999095618,0.006440271,0,-1105.727273,2.510423117,0.875586008,408.9406651,408.9406651,9831.513281,8153.632408,14884.80755,14871.346,14871.346,154.0130566,9831.513281,2.68E-05,7894.495889,408.9406651,0.002069875,0.000623955,0.04976272,0.048957407,0.04976272,0.214247438,1.8088E+11,1.82734E+11,8153.632408,14871.346,14884.80755,408.9406651,408.9406651,9932.269614,7894.495889,15023.75206,15037.35158,3.07E-05,6.72E-05,4.316164535,0.810167601,80.08446019,2.20264397,0.105881074,0,0.005164601,-0.000904382,-0.000597891,-0.005926724,0.05386455,0.026431388,0,0.002365783,-0.20991193,0,435156000,-1909100000,4.269783457,10400500,13685000,0,55.02337211,0,0,0.012538604,-1.24E-06,22.357599,22.219999,0,21.52,22.32,0,0,Weak
CTOS,1,5/16/2022,289670,0,0,0,0,1.452264695,0.477393793,0.048504293,209.6960238,148.0053053,199.7111742,34.62464049,165.0865337,0.230555343,0.026763008,-0.000731289,-0.008931008,-11.21268657,-0.001191881,-0.003812424,0.00434911,12.21268657,-0.027324633,0.026763008,0.687369154,2.198660701,0.612170184,0.614744561,0.512006682,-0.021732148,3.198660701,1.740614788,2.599304967,0.60808631,2.559618931,0.133454282,-0.000160361,-0.000160361,0.000128257,0,-0.081235879,1,-0.021732148,-2.012641969,0,0,0,1814.312372,1814.312372,4250.21966,-118973.6862,-52319.48876,-52319.48876,-52319.48876,0,4250.21966,0,19154.53869,1814.312372,0.001974016,-1.76E-05,0.004624342,-0.000914775,0.004624342,0.007482155,1557603500,1558949595,-118973.6862,-52319.48876,-52319.48876,1814.312372,1814.312372,4253.892738,19154.53869,-52364.70374,-52364.70374,-2.10E-06,-1.91E-05,2.198660701,0.687369154,16.53923183,9.09593645,0,0,0.37447466,0,0,0,0.009179319,0.001354384,0.04624837,-0.001905408,-0.007939618,222019,-169828,-1174646,1.595680418,189469,99803.5,437132,51.70586887,34.62464049,148.0053053,-0.003812424,0,5.73,4.81,0,7.4,6.35,7.5,0,Strong Buy
NGL-PB,1,8/13/2021,304540,0,0,0,0,1.195894671,0.846805069,0.002446406,209.1076542,15.72600513,67.28679658,48.7608303,18.52596629,0.053578566,-0.046574928,-0.090653644,-0.090645583,0.003334519,-0.022842188,0,-0.014157201,0.999911079,1.946404361,-0.046574928,0.777539869,0,1,1,-1.032831819,-0.001468467,0,1.745512384,1.845743796,5.723004619,0.55300925,0.251994502,-0.072216557,-0.72626386,0.034562679,0,-0.003468231,10.05674995,-0.001468467,-0.107352268,0.110414885,0.110414885,0,0,0,0.708375127,-1.953694559,-20.30942309,-204.2467897,-204.2467897,-0.047361736,0.708375127,0,231.6295916,0,20.82230083,-1.887449593,0,-8.634767174,0,50.11717182,1054526175,4567967175,-1.953694559,-204.2467897,-20.30942309,0,0,3.068519687,231.6295916,-884.7505665,-87.97579445,-0.127962684,-0.049238228,0,0.777539869,178.157345,0.038386046,0.010596142,0,0.326959335,9.056749952,-0.031410904,-0.531478387,0.000644877,0,-0.014157201,-0.033938794,-53.54504898,197864000,-617328000,-3385392000,0,794112500,721654000,202324000,51.56079145,48.7608303,15.72600513,0,-0.654047302,11.35,10.59,14.89,0,0,13.79,0,Strong Buy
GPC,1,2/24/2022,261492,0,0,0,0,1.178504016,0.381770769,0.108591049,136.6281532,112.578691,146.2678246,139.060413,7.207411598,0.35256617,0.070386485,0.072015605,0.053297493,0.259917434,0.017837039,0.073336557,0.043508162,0.740082566,1.023145341,0.070386485,0.755904048,3.107881362,0.478158785,0.478158785,28.11952092,0.078188535,4.111476013,2.671484548,0.647200724,0.799440811,2.099223893,0.334669375,1.757785978,0.858611843,5.023377262,0.4545174,0.052067066,0.488462107,0.078188535,0,-1.954889393,-21.60782789,0.4545174,5.714244994,5.714244994,4.152839279,19.47952433,163.2868229,79.75942564,79.75942564,1.558361947,4.152839279,0.005833271,52.10126288,5.714244994,33.76003514,1.79932525,24.53517484,1.27627482,24.53517484,22.56588297,19946955000,22430792000,19.47952433,79.75942564,163.2868229,5.714244994,5.714244994,4.669959604,52.10126288,89.69123792,183.6196433,0.012833989,0.006124193,3.107881362,0.755904048,5.769347979,0.976913972,0,0,0.231444007,-0.511537893,-0.026634277,-1.762266854,0.000990171,31.51669544,0.030822274,0.023208509,-48.08072571,1174839000,181582000,-3092390000,0.916291723,1843104000,4812011500,3819168500,33.68913366,139.060413,112.578691,0.073336557,-0.899174135,120.86,128.09,0,130.93,157.27,0,178.82,Strong Buy
CDW,2,5/6/2022,370876,0,0,0,0,1.25732899,0.997364857,0.070801157,310.6527878,19.59009288,96.18941042,59.41114551,36.77826491,0.185591098,0.065035047,0.055537812,0.042056782,0.242736077,0.018514407,0.2801478,0.048066889,0.757263923,0.853967433,0.065035047,0.933912001,14.13134028,0.882463644,0.889757073,6.908928571,0.052829456,15.13134028,1.174945194,1.514867273,4.594158923,16.54365962,0.440224067,2.822831727,2.516679021,2.868050408,0.269784173,0.064009682,0.891544118,0.052829456,0.757509449,-9.220338983,14.53435115,0.269784173,27.02078267,27.02078267,4.056455766,24.11297062,71.08177025,63.37253414,63.37253414,1.54323012,4.056455766,0.002797086,67.61350153,27.02078267,44.10007413,1.854707191,6.6204596,-37.56856931,6.6204596,53.84803558,24132261000,30953461000,24.11297062,63.37253414,71.08177025,27.02078267,27.02078267,5.203049369,67.61350153,81.28534926,91.1736701,0.010367864,0.014068305,14.13134028,0.933912001,14.89995631,1.521982414,0,0,0.441112048,-0.108455882,-0.006942227,-0.578431373,0.003546755,16.62160689,0.030705787,0.033127226,-58.62879911,1406200000,-5068000000,-5749900000,8.070876722,4999100000,3156250000,991100000,76.59931754,59.41114551,19.59009288,0.2801478,-0.306152706,170.62,175.73,158.16,0,0,200.06,0,Strong Buy
ROCG,1,8/10/2021,606464,0,0,0,0,0.515531987,0.515531987,0.515531987,0,0,0,0,0,0,0,0,0,0,-0.000290903,-0.004162812,-0.004162812,1,1,0,0.930118527,13.3099445,0,0.902445628,0,-0.00045,14.3099445,0,0,0,0,0,-6.07E-06,-6.07E-06,0.009998989,0,0,1,-0.00045,-0.00045,0,0,0,6751.842731,6751.842731,0,-405485.6663,-1621942.665,-1621942.665,-1621942.665,-28383.99664,0,0,-1622516.554,6751.842731,0,-6.07E-06,0.001457217,0.001457217,0.001457217,0.013480268,145974839.9,146026489.9,-405485.6663,-1621942.665,-1621942.665,6751.842731,6751.842731,0,-1622516.554,-1622516.554,-1622516.554,-6.17E-07,-6.17E-07,13.3099445,0.930118527,-573.8888889,1,0,0,0,0,0,0,0,0.000445973,-0.004162812,-0.000290903,-0.009396488,-139411,21620,-139411,9.250693802,0,0,0,0,0,0,-0.004162812,0,9.8389,9.82,0,9.91,9.86,9.935,10,Weak
HLMN,1,7/14/2021,5762259,0,0,0,0,2.632078208,0.532546492,0.062684361,129.0573706,239.5565989,271.3789643,78.14818931,193.230775,0.425183983,0.051924996,-0.005208735,-0.009009489,-0.729688298,-0.001293812,-0.002875741,0.00836017,1.729688298,-0.100312676,0.051924996,0.550094236,1.222687684,0.45932593,0.465376035,1.018268177,0.043291272,2.222687684,2.828199569,1.151658161,0.375694097,1.474843866,0.143605528,0.486282995,0.585792955,0.194294923,0,0.118060966,1.204633846,0.043291272,1.800433332,0,0,0,0.964022639,0.964022639,3.020213406,-83.80646086,21.23617208,25.58181165,25.58181165,0.784323897,3.020213406,0,9.184928014,0.964022639,4.118914237,-0.037109311,12.90426127,-4.537202495,12.90426127,11.44285605,1134739480,2141640480,-83.80646086,25.58181165,21.23617208,0.964022639,0.964022639,5.70017295,9.184928014,48.28160503,40.07990077,-0.002983064,0.047089466,1.222687684,0.550094236,4.318331339,-3.992855626,0,0,0.60809487,0,0,0,0,3.282458748,0.014099412,-0.003301341,-11.34031485,461444000,-413870000,-695033000,0.870473575,66423000,93763500,287424000,31.82236536,78.14818931,239.5565989,-0.002875741,0,12.17,0,12.54,11.24,9.68,10.72,8.53,Weak
