Symbol,Ins-Count,Ins-Date,Ins-Amt,Rep-Date,Rep-Amt,Sen-Date,Sen-Amt,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,revenuePerShare,netIncomePerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,incomeQuality,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,roe,capexPerShare,Ins-Buy-Price,Mon-1-Price,Mon-2-Price,Mon-3-Price,Mon-6-Price,Mon-9-Price,Mon-12-Price,Labels
SENEA,1,3/10/2016,362880,0,0,0,0,1.534357656,0.195565707,0.039585362,63.32297928,149.8550155,165.4689008,23.56536305,141.9035377,0.122913572,0.111502136,0.10692553,0.072010976,0.326531495,0.032412398,0.079746946,0.100500301,0.673468505,0.958954992,0.111502136,0.593559386,1.46038404,0.085847063,0.472026061,24.94358178,0.127259856,2.46038404,5.764100239,3.819164585,0.600580499,2.277543277,0.45010357,4.492401071,4.160046556,1.925228025,0,0.102737634,0.926018512,0.127259856,0.142196076,-13.51689498,-13.51689498,0,0.749902506,0.749902506,0.677157115,2.350881588,7.117708805,6.591130118,6.591130118,0.00618653,0.677157115,0,11.62737572,0.749902506,43.72692741,3.14881874,39.48513278,39.48513278,39.48513278,35.49647391,292665950.6,622552950.6,2.350881588,6.591130118,7.117708805,0.749902506,0.749902506,1.440434594,11.62737572,14.02051552,15.1406428,0.106343085,0.140494649,1.46038404,0.593559386,6.161275261,1.426694085,0,0,0,-0.073981488,-0.007600683,-0.608671484,0,52.89101375,0.039439693,0.032412398,-18.11931557,256870000,390272000,167631000,0.89403288,79138500,182417000,696442000,15.6138853,23.56536305,149.8550155,0.079746946,-0.332354515,34.67,0,33.82,34.5,0,0,36.7,Buy
SELB,2,12/15/2021,6049989,0,0,0,0,1.58726573,1.526805137,1.199014809,109.4387358,0,0,0,0,0,-0.080607524,-0.08457854,-0.732550047,-7.661181026,-0.10704586,0.955314719,-0.027520756,8.661181026,1.049263586,-0.080607524,1.112052979,-9.924350008,2.636466888,2.129462132,-2.769338959,-0.304289962,-8.924350008,3.335199345,0,0,2.048557531,0.146127708,-0.09330559,-0.094729572,1.203985946,0,-0.439923036,1.015261493,-0.304289962,-2.091475282,65.52439024,65.52439024,0,-25.57829202,-25.57829202,19.61382846,-6.69368207,-43.91448101,-44.58468154,-44.58468154,0.013387364,19.61382846,0,-393.4812872,-25.57829202,0.212095258,-0.155370391,-0.162637912,-0.162637912,-0.162637912,0.312807293,479106987.8,399776987.8,-6.69368207,-44.58468154,-43.91448101,-25.57829202,-25.57829202,16.36619265,-393.4812872,-37.20239976,-36.64317029,-0.037348652,-0.022771532,-9.924350008,1.112052979,78.08070866,0.600536493,0.222909076,0.857698448,0,0.015261493,-0.006713882,-0.483775811,0.077946535,0.754025933,-0.027520756,-0.10704586,-0.362394881,56152000,-18731000,-34125000,-1.885377182,7894000,873500,0,26.98489377,0,0,0.955314719,-0.001423983,3.18,0,2.18,1.46,1.15,1.89,1.25,Weak
SRT,3,11/16/2020,3467889,0,0,0,0,1.088891088,0.968216183,0.282061728,264.5014353,0,65.21953198,9.39281014,55.82672185,0.140632011,0.049266383,0.020905174,0.002255866,0.484857395,0.00060414,0.001837885,0.018397459,0.107909438,0.424329382,0.049266383,0.593063089,1.804187574,0.336057561,0.403102768,2.009779338,0.11790529,3.042151177,1.379954705,9.581796998,0,1.554151262,0.267808552,0.394785847,0.338249534,1.203302297,0,0.097733685,0.856792453,0.11790529,0.470664851,-6.9828722,-6.9828722,0,1.058881193,1.058881193,1.299696657,144.035252,15.52108566,13.29834906,13.29834906,1.344329019,1.299696657,0,22.98994597,1.058881193,4.039404097,0.009112353,4.958063315,-1.302818125,4.958063315,3.447349472,211443750,297834750,144.035252,13.29834906,15.52108566,1.058881193,1.058881193,1.830722492,22.98994597,18.73174528,21.86264039,0.001735686,0.064428483,1.804187574,0.593063089,6.668544963,43.32425068,0,0,0.493312482,-0.143207547,-0.013996201,-0.327578766,0.001462932,1.008236814,0.018397459,0.001192333,-5.546573557,15273000,-52471000,-173181000,0.675330269,114134000,16630000,0,65.21953198,9.39281014,0,0.001837885,-0.056536313,7.02,7.83,0,8.82,0,5.54,4.47,Strong Buy
ACLX,3,6/21/2022,17666666,0,0,0,0,13.14272965,12.54932175,7.565445026,0,0,0,0,0,0,0,0,0,0,-0.133058055,-0.146147632,-0.143149059,1,0.998458455,0,0.089564074,0.098374934,0.021392453,0.022988911,0,-6.249712313,1.098374934,0,0,0,0,0,-1.569598591,-1.592092992,10.16000311,0,0,1.014331308,-6.249712313,-88.07027027,69.77730193,69.77730193,0,1.313525019,1.313525019,0,-2.24691464,-8.806018287,-8.932220047,-8.932220047,0.014670489,0,0,-5.290103614,1.313525019,0,-1.559916847,10.67356906,10.67356906,10.67356906,0.251147335,291065322.4,169119322.4,-2.24691464,-8.932220047,-8.806018287,1.313525019,1.313525019,0,-5.290103614,-5.189938085,-5.116610366,-0.111263684,-0.113558701,0.098374934,0.089564074,3.814507804,1.006206577,0,0,0,0.014331308,0,-1.122596154,0,19.35516221,2.533192752,-0.133058055,9.109991454,204095000,221591000,199104000,0.023529837,0,1603500,0,0,0,0,-0.146147632,-0.022494401,15.9,19.91,0,18.35,31.07,0,0,Strong Buy
INNV,1,9/15/2022,509800,0,0,0,0,2.288128994,2.156523308,1.751346064,90.09499017,0,22.21520305,30.49393885,-8.278735791,0.136706005,-0.071427745,-0.074569015,-0.073521925,-0.049806051,-0.022874535,-0.038238197,-0.027420168,0.985958107,1.043978294,-0.071427745,0.363307151,0.607322093,0.189383777,0.203298376,-20.71644295,0.038237964,1.671649156,4.051279648,2.951406194,0,0.980710314,0.31112535,0.024197077,-0.100108599,1.376084727,0,0.018760847,-4.137218625,0.038237964,0.452869711,-0.194657863,-0.194657863,0,1.766217446,1.766217446,3.395968387,-11.54746824,-43.75248531,181.0135971,181.0135971,0.032992766,3.395968387,0,-61.06352986,1.766217446,1.289764656,-0.094825981,2.479875855,1.668867123,2.479875855,0.637249393,587027095.4,487409095.4,-11.54746824,181.0135971,-43.75248531,1.766217446,1.766217446,2.819675433,-61.06352986,150.2957433,-36.32772567,-0.021649767,-0.022855844,0.607322093,0.363307151,12.48033074,-0.239654153,0.158538702,0,0.234117956,-5.137218625,-0.096378572,-4.775007165,0.006670138,2.300222782,-0.095185314,-0.029866916,0.108771197,135649000,223669000,39104000,0.255175049,40017000,46198000,0,22.21520305,30.49393885,0,-0.038238197,-0.124305676,5.12,0,7.21,6.93,0,0,0,Strong Buy
SAR,1,5/23/2018,652419,0,0,0,0,0,0,0,176.9884889,0,0,0,0,0,0,0.817818939,0.817818939,0,0.015352902,0.038500636,0,1,0,0,0.601229899,1.507710578,0.589660611,0.589660611,0,0.018468409,2.507710578,2.062281012,0,0,0,0.018772985,0.607674711,0.607674711,2.195443259,0.454475599,0.563738462,1,0.018468409,0,0,1.516735779,0.454475599,0.954701049,0.954701049,20.27947283,6.199255073,35.97319359,35.97319359,35.97319359,0.25655948,20.27947283,0.018327831,40.10574427,0.954701049,1.077937291,0.881557532,22.89722004,22.89722004,22.89722004,33.33264553,137182298.8,329890320.8,6.199255073,35.97319359,35.97319359,0.954701049,0.954701049,48.76723787,40.10574427,86.50684873,86.50684873,0.040327426,0.027798477,1.507710578,0.601229899,23.42808552,0.689319402,0.182181061,0,0,0,0,0,0,21.3112031,0,0.015352902,-31.93491879,0,143691367,-216644994,1.437007089,3466077.5,3555763.5,0,43.64099726,0,0,0.038500636,0,22.65,0,24.51,24.08,20.64,0,24.84,Buy
AGE,1,8/13/2019,390000,0,0,0,0,2.540890072,2.29022442,2.211106885,199.7894737,0,49.26315789,2003.773585,-1954.510427,0.860526316,-9.057894737,-8.294736842,-8.128947368,-0.000951777,-0.301160183,-0.457833111,-0.451232302,0.98001269,0.915746659,-9.057894737,0.277859023,0.42240996,0,0.05689125,0,-6.778869779,1.520231214,1.826923077,0.044915254,0,0.39957939,0.03704787,-0.07331916,-0.076136062,0.15447781,0,-7.260526316,1.038419717,-6.778869779,-6.778869779,26.02830189,26.02830189,0,18.62816066,18.62816066,330.7478947,-10.17191648,-43.86883072,-45.55425879,-45.55425879,-0.915472483,330.7478947,0,-42.50412698,18.62816066,0.010098326,-0.082088759,0.179298432,0.132261493,0.179298432,0.010815838,125684200,120499200,-10.17191648,-45.55425879,-43.86883072,18.62816066,18.62816066,317.1031579,-42.50412698,-43.67495469,-42.05905759,-0.024577473,-0.022795228,0.42240996,0.277859023,1.828924162,0.89316931,5.576315789,4.342105263,0.236911378,0.038419717,-0.278947368,-0.422310757,1.355263158,0.575468227,1.35161868,-0.394659512,0.082885995,4051000,4977000,3830000,0.060323107,207000,1099000,0,49.26315789,2003.773585,0,-0.457833111,-0.002816901,2.97,2.56,0,1.43,1.35,0.7,1.21,Weak
EQS,1,7/16/2020,3776788,0,0,0,0,0,0,0,122.3604442,0,0,0,0,0,0,0.772509004,0.772509004,0,0.037430744,0.062070462,0,1,0,0,0.39696366,0.658274856,0.394339044,0.394339044,0,-0.076222222,1.658274856,2.982990152,0,0,0,0.048453473,-0.152241456,-0.152241456,0.168590028,0,-0.617647059,1,-0.076222222,0,0,0,0,0.381394777,0.381394777,4.746716687,1.536136364,-7.68516035,-7.68516035,-7.68516035,0.01130767,4.746716687,0,15.69379017,0.381394777,0.246486167,0.190412783,3.067687528,3.067687528,3.067687528,1.998002663,15816060,40537060,1.536136364,-7.68516035,-7.68516035,0.381394777,0.381394777,12.16598439,15.69379017,-19.69730807,-19.69730807,0.162745968,-0.130120902,0.658274856,0.39696366,9.570654278,-0.7995338,0.137454982,0,0,0,0,0,0,3.625307668,0,0.037430744,-1.788818612,0,41469000,-27298000,0.651088765,1083500,313000,0,30.17106843,0,0,0.062070462,0,1.14,0,1.3,1.2,0,1.91,2.35,Strong Buy
IOBT,6,11/9/2021,9345833,0,0,0,0,1.538891849,1.408749186,1.3460309,0,0,0,0,0,0,0,0,0,0,-0.085745032,-0.24446636,-0.385820732,1,0.633626811,0,0.649256313,1.851084813,0,0,-105.1044776,0,2.851084813,0,0,0,0,0,-0.315346642,-0.315346642,1.767659218,0,0,1,0,0,0,0,0,22.05957531,22.05957531,0,-22.5589068,-49.62792661,-49.62792661,-49.62792661,-0.237339954,0,0,-81.26379263,22.05957531,0,-0.173434823,0.709442488,0.709442488,0.709442488,0.002604243,402631368.6,357154368.6,-22.5589068,-49.62792661,-49.62792661,22.05957531,22.05957531,0,-81.26379263,-44.02247857,-44.02247857,-0.011082097,-0.020149945,1.851084813,0.649256313,10.34744027,1.81824294,0,0,0,0,0,0,0,1.663864695,0.171413271,-0.085745032,0.516194039,18207000,18252000,18207000,0,2132000,1931000,0,0,0,0,-0.24446636,0,13.32,10.6,0,8.65,7.48,3.95,2.51,Weak
SRNE,2,2/28/2018,769135,0,0,0,0,0.376163638,0.314052308,0.258742322,70.22051257,0,17.31464693,910.1938776,-892.8792306,0.951977263,-1.705101191,-1.862155143,0.608859705,2.379516329,0.028787363,0.06225948,-0.098667831,-0.32696508,1.092108288,-1.705101191,0.521307282,1.127450293,0.025446945,0.025446945,-36.13291796,-8.607177125,2.162736511,5.19791136,0.098880032,0,1.054897906,0.047280782,-0.528037108,-0.546885485,0.245699956,0,-2.197873279,1.035695175,-8.607177125,0,28.01499063,28.01499063,0,1.617372525,1.617372525,15.81691576,6.494482897,-6.948438206,-7.196463926,-7.196463926,-0.097288338,15.81691576,0,-4.088342107,1.617372525,0.240249114,0.146278005,2.349489646,1.145489222,2.349489646,0.072685747,322775800,307557800,6.494482897,-7.196463926,-6.948438206,1.617372525,1.617372525,15.07119126,-4.088342107,-6.857170249,-6.620838267,0.038494212,-0.143917233,1.127450293,0.521307282,0.2022917,-3.682732572,0.349781938,0.630420934,0.253261602,0.035695175,-0.078453472,-0.88550885,0.049786838,2.780785823,0.12604019,0.0385508,-2.368567594,-49255000,97299000,-195303000,0.026111401,3572000,11447500,0,17.31464693,910.1938776,0,0.06225948,-0.018848377,9.95,4.6,0,0,5.6,3.52,2.03,Weak
HROWL,1,12/22/2022,334750,0,0,0,0,3.487779653,3.040879647,2.447281041,107.8383648,70.74393691,97.33421865,188.9718792,-91.63766054,0.705516365,-0.004118652,-0.281689524,-0.283223064,-0.005444082,-0.065298206,-5.311421528,-0.001165949,1.005444082,68.39361702,-0.004118652,0.991292226,80.63270337,0.860707337,0.871080508,-0.052222222,0.658053387,81.34100247,3.38469524,0.476261338,1.272193829,2.078786775,0.230553984,0,0,0,0,0.237092976,0.682446671,0.658053387,7.69725889,-3.149077363,-3.149077363,0,0,0,0,0,0,0,0,0,0,0,7.940726578,0,0,0,0,0,0,0,0,-36736,0,0,0,0,0,-1.609604346,7.940726578,-6.788916192,-9.947907259,0,0,80.63270337,0.991292226,7.940726578,-0.357532768,0,0.033956973,0.201672862,-0.317553329,-0.075289664,-0.631023851,0.260131928,0,0.018759774,-0.081793795,0,45703,-19102,-34056,6.756778965,6749,11656.5,5207.5,26.59028173,188.9718792,70.74393691,-5.311421528,0,23.51,0,23.87,0,0,0,0,Weak
AES,1,3/4/2022,1001100,0,0,0,0,1.131868132,0.54797126,0.199281488,186.8483755,24.58616011,70.65836227,46.93351425,23.72484803,0.201805054,0.192779783,-0.55198556,-0.228158845,0.136036625,-0.019173012,-0.225875625,0.018915377,0.413342054,-2.86329588,0.192779783,0.861450717,10.14867763,0.861003477,0.869842304,2.20661157,0.02796941,11.78091494,1.953455571,1.917606245,3.660596026,0.139154024,0.084033613,0.786155063,-0.088686709,1.766218354,-0.158227848,0.188808664,-0.112810707,0.02796941,0.382589612,-0.89862543,-1.085062241,-0.158227848,5.777660736,5.777660736,5.836063083,-6.394736843,-273.9982159,30.90993258,30.90993258,0.022620838,5.836063083,0.006185862,-100.6584414,5.777660736,4.163765822,-0.95,4.20585443,2.91613924,4.20585443,28.47143987,16165894739,33921894739,-6.394736843,30.90993258,-273.9982159,5.777660736,5.777660736,12.24617139,-100.6584414,64.86021939,-574.9473685,-0.03909465,-0.003649659,10.14867763,0.861450717,-52.6884273,-0.827531646,0.01299639,0,0.079695416,-1.112810707,-0.210108303,-2.229885057,0,9.481568352,0.015417606,-0.020833333,-38.8650712,624000000,1940000000,-23040000000,6.682987848,1409000000,1084000000,590500000,46.07220217,46.93351425,24.58616011,-0.225875625,-0.874841772,21.82,26.16,21.92,0,0,0,0,Strong Buy
TSLX,1,3/21/2014,513723,0,0,0,0,0,0,0,85.24096956,0,0,0,0,0,0,1.002272404,0.996828102,0.005431959,0.020262715,0.036638501,0,0.994568041,0,0,0.446955685,0.808173365,0.429277938,0.429277938,0,-0.239310426,1.808173365,4.281978512,0,0,0,0.02032719,-1.993651367,-1.993651367,0.066894456,0.310505319,-4.897315722,1,-0.239310426,0,0,-15.82226981,0.310505319,1.444595626,1.444595626,39.30328684,9.857087386,-8.025475398,-8.025475398,-8.025475398,-0.778530129,39.30328684,0.007875179,51.78935944,1.444595626,0.407090635,0.405799385,11.07576384,11.07576384,11.07576384,8.391313025,830203328,1258999328,9.857087386,-8.025475398,-8.025475398,1.444595626,1.444595626,59.60324424,51.78935944,-12.17059459,-12.17059459,0.025362462,-0.12460321,0.808173365,0.446955685,17.63866722,-4.912898936,0.097003267,0,0,0,0,0,0,10.05619752,0,0.020262715,-8.812939859,0,574696000,-464454000,0.752166363,4437000,16575500,0,21.01832126,0,0,0.036638501,0,16,17.48,19.08,0,0,0,0,Strong Buy
BBBY,1,11/5/2021,285000,0,0,0,0,1.431335456,0.461790059,0.447945002,0,103.4673434,103.4673434,64.49366773,38.97367571,0.302851923,-0.042381302,-0.050559884,-0.036889781,0.270374504,-0.012066703,-0.078369017,-0.021563507,0.729625496,1.192976199,-0.042381302,0.846027118,5.494650163,0.749113658,0.770660262,-5.217666398,0.023819922,6.494650163,0,1.395485839,0.869839671,0.767155905,0.327101521,0.733479809,-0.011525144,9.814430462,-0.001092672,0.037677811,-0.015712968,0.023819922,0.213747724,-0.98453011,-0.985568179,-0.001092672,3.091593573,3.091593573,1.455271654,-9.862295397,-2458.103685,38.62410342,38.62410342,0.197245908,1.455271654,2.77E-05,-358.3240154,3.091593573,19.46715579,-0.718139106,9.163558965,9.163558965,9.163558965,30.95082932,2888271830,5057026830,-9.862295397,38.62410342,-2458.103685,3.091593573,3.091593573,2.548010794,-358.3240154,67.62629655,-4303.852621,-0.025349068,-0.000406818,5.494650163,0.846027118,-153.6707291,-1.021361743,0,0,0,-1.015712968,-0.038269841,-1.083323825,0.005076344,12.16823635,-0.019577324,-0.012066703,-32.73497563,934603000,934234000,-2031920000,3.36034334,0,940692500,1577135500,0,64.49366773,103.4673434,-0.078369017,-0.745004953,22.57,0,13.365,0,12.76,8.16,0,Weak
RLYB,6,8/2/2021,6162996,0,0,0,0,15.98690605,15.21719762,15.21719762,0,0,0,0,0,0,0,0,0,0,-0.092650108,0,-0.093443016,1.043906558,1.012250712,0,1.577574794,0,0,0,0,0,0,0,0,0,0,0,-0.417756478,-0.417886559,3.665987078,0,0,1.000311381,0,0,3211.5,3211.5,0,0,0,0,-9.741498274,-33.74121441,-33.75172078,-33.75172078,-0.24543343,0,0,-28.89980231,0,0,-0.361853988,0,-2.255774412,0,0,433574605.2,320845605.2,-9.741498274,-33.75172078,-33.74121441,0,0,0,-28.89980231,-24.97630431,-24.96852959,-0.025663403,-0.029637345,0,1.577574794,10.15393623,1.154489081,0,0,0,0.000311381,0,-0.16,0,0,-0.093443016,-0.092650108,-2.495384386,111023000,-69365000,-71031000,0,0,2815500,0,0,0,0,0,-0.000130081,18,13.04,0,19,13.62,9.37,9.28,Buy
VWTR,1,7/2/2018,358730,0,0,0,0,96.79189189,82.71891892,82.71891892,0,113.1683168,113.1683168,8.041535861,105.126781,0.604866412,0.413263359,0.413263359,0.410496183,0.016624336,0.021182205,0.021951892,0.021363917,0.993304087,1,0.413263359,0.035062409,0.036336453,0,0,0,0,1.036336453,0,11.19189189,0.795275591,0.353635903,0.051601467,0.381518919,0.381474193,1.368905984,0,0.813931298,0.999882767,0,0,-8530,-8530,0,1.329108453,1.329108453,24.85407443,15.13660507,30.53941845,30.53583822,30.53583822,0.05859331,24.85407443,0,52.3371357,1.329108453,0.468736023,0.192414348,8.765274175,3.273280258,8.765274175,0,260470700,229864700,15.13660507,30.53583822,30.53941845,1.329108453,1.329108453,21.93365458,52.3371357,26.94779601,26.95095556,0.016516253,0.032744566,0.036336453,0.035062409,-6.968579235,0,0.202480916,0,0.604593909,-0.000117233,-9.54E-05,0,0,6.160170587,0.030096175,0.053570761,1.166853028,35443000,73184000,28692000,0,0,185000,5293000,0,8.041535861,113.1683168,0.021951892,-4.47E-05,11.65,12,0,12.52,9.33,10.13,11.46,Buy
DXR,1,1/4/2017,1462000,0,0,0,0,0,0,0,610.4981358,0,150.5337869,6.554448067,143.9793388,0.587369311,0.339099016,-0.790590406,-0.722440037,0.086201867,-0.009112985,-0.012248841,0.004277454,0.913798133,-2.331444117,0.339099016,0.256012473,0.344108555,0.154399078,0.154399078,-0.300170126,0.56846622,1.344108555,0.597872424,13.73113328,0,0,0.012614175,0.422358881,0.422358881,0.579130402,-0.606491088,6.121963407,1,0.56846622,0,0,13.97219054,-0.606491088,2.025635234,2.025635234,119.4725283,-41.34340642,19.51539405,19.51539405,19.51539405,0,119.4725283,0.003667399,-63.4529784,2.025635234,0.068990756,-0.049841684,4.069093913,4.069093913,4.069093913,0.665041608,31081972.95,31699838.95,-41.34340642,19.51539405,19.51539405,2.025635234,2.025635234,121.8474744,-63.4529784,19.9033327,19.9033327,-0.006046913,0.051241599,0.344108555,0.256012473,-1.236770888,-8.474009045,0.086562116,0,0,0,0,0,0,2.136173236,0.004961286,-0.009112985,-0.734534294,0,15344309,-5280108,0.182590953,0,0,0,150.5337869,6.554448067,0,-0.012248841,0,8.5,0,0,7.301985197,0,5.1403,4.26,Weak
CODI,1,8/5/2020,359155,0,0,0,0,3.240535997,1.721694639,0.889118022,210.248586,132.0717867,183.9139038,32.68027601,151.2336278,0.351898977,0.040323475,-0.002149107,-0.025288721,-9.273361227,-0.003939718,-0.007472548,0.007040868,11.76708508,-0.053296662,0.040323475,0.441107361,0.83665791,0.343891663,0.343891663,1.203955611,0.091830338,1.896721715,1.736040213,2.753954709,0.681447584,2.220789595,0.155789522,0.864744447,0.77619184,3.265673732,-3.272371696,0.162888495,0.897596791,0.091830338,0,-9.765318958,2.465251316,-3.272371696,0.959581247,0.959581247,3.247430694,-32.10354865,22.21100392,19.93652584,19.93652584,2.086730663,3.247430694,0.025482944,41.1001946,0.959581247,5.308812297,-0.134253071,17.9661702,0.911765642,17.9661702,9.5945675,1083430560,1469989560,-32.10354865,19.93652584,22.21100392,0.959581247,0.959581247,4.406086917,41.1001946,27.0497122,30.13570512,-0.007787301,0.045022729,0.83665791,0.441107361,10.80800201,-7.377681238,0.267277528,0,0.53213646,-0.102403209,-0.016680305,-0.210955269,0.005665009,7.366838149,0.083632685,-0.008420656,-6.947851028,517165000,57299000,-196655000,0.524138536,188140000,70791500,311468500,51.84211709,32.68027601,132.0717867,-0.007472548,-0.088552606,16.63,0,19.07,17.84,21.44,26.6,26.04,Strong Buy
ZS,1,12/23/2022,543900,0,0,0,0,2.009713997,1.883865766,0.976299466,275.8616839,0,68.02068919,34.87137698,33.14931221,0.784285104,-0.194311317,-0.17836129,-0.191709699,-0.074839157,-0.024036827,-0.158047649,-0.040063232,1.074839157,0.917915093,-0.194311317,0.847914048,5.575229262,0.73408978,0.738704827,-192.4428969,0.105357133,6.575229262,1.323126847,2.580913282,0,1.369472776,0.125381383,0.895320472,0.666411107,12.71843375,0,0.36129299,0.744326895,0.105357133,4.484291,-3.911244405,-3.911244405,0,51.2657854,51.2657854,62.18471655,-81.09229336,231.2386429,172.1171411,172.1171411,-2.664461068,62.18471655,0,-457.4216949,51.2657854,2.478100867,-0.475075971,3.005903426,2.254460676,3.005903426,8.500460007,22109651600,22243959600,-81.09229336,172.1171411,231.2386429,51.2657854,51.2657854,62.56246583,-457.4216949,173.1626895,232.6433326,-0.003082907,0.004324537,5.575229262,0.847914048,-2.761891053,-1.884583786,0.124191389,0.210790104,0.038019813,-0.255673105,-0.0923729,-2.276337677,0.295805348,5.668397569,-0.040063232,-0.024986821,-2.635482589,1122078000,323461000,-171096000,2.827089444,334231500,27935500,0,68.02068919,34.87137698,0,-0.158047649,-0.228909365,108.78,123.76,133.5,0,0,0,0,Strong Buy
INFI,4,11/19/2018,1326764,0,0,0,0,10.66830467,10.51089271,5.276986077,365,0,0,0,0,0,0.599045455,0.608227273,0.608227273,0,0.203010028,0.223867363,0.220355136,1,1.015327415,0.599045455,0.093168267,0.102740414,0,0,0,0,1.102740414,1,0,0,379.3103448,0.333773307,-0.122968818,-0.122968818,0.741735386,0,-0.317772727,1,0,0,0,0,0,2.48248723,2.48248723,6.744692123,2.772274619,-21.22489296,-21.22489296,-21.22489296,0.009504942,6.744692123,0,8.652407769,2.48248723,0.386970962,0.235366293,1.051364925,1.051364925,1.051364925,0,148383226.7,116167226.7,2.772274619,-21.22489296,-21.22489296,2.48248723,2.48248723,5.280328487,8.652407769,-16.61668241,-16.61668241,0.090178656,-0.04711449,0.102740414,0.093168267,-2.399523313,-0.522457215,0.156454545,0.2445,0,0,0,0,0.038909091,2.359609493,13.31212121,0.203010028,0.923945941,59025000,59772000,58989000,0,11000000,629000,0,90,0,0,0.223867363,0,1.41,1.14,0,1.42,0,1.24,1.06,Weak
KAR,2,5/11/2022,895541,0,0,0,0,1.205756089,0.723300333,0.029393727,3130.364104,0,771.870601,355.8586338,416.0119672,0.429344884,0.037087168,-0.035462913,-0.000812128,0.358778626,-3.85E-05,-0.000197902,0.004245692,0.022900763,-0.95620438,0.037087168,0.805464299,4.14044462,0.403799261,0.576161718,0.53515625,-0.02911632,5.14044462,0.116599855,0.252909418,0,1.56924384,0.047405164,-0.494233937,-0.605436573,1.105436573,0,-0.162425555,1.225,-0.02911632,-0.058027079,4.444444444,4.444444444,0,1.445524111,1.445524111,5.931970763,-1826.058333,-29.81319728,-36.52116667,-36.52116667,5.618641026,5.931970763,0,88.36416309,1.445524111,3.042833608,-0.00247117,12.48682043,-3.86738056,12.48682043,17.18533773,2191270000,4117770000,-1826.058333,-36.52116667,-29.81319728,1.445524111,1.445524111,11.14718462,88.36416309,-68.6295,-56.02408163,-0.000136907,-0.033542192,4.14044462,0.805464299,41.34120172,200,0,0,0.254786715,0.225,-0.03654575,-0.519230769,0.013535463,0.833236865,0.001313016,-5.17E-05,-31.02327018,939400000,-469500000,-771500000,1.359390461,3100550000,416750000,0,771.870601,355.8586338,0,-0.000197902,-0.111202636,13.06,0,15.34,17.48,14.8,0,0,Strong Buy
VTAQ,1,1/5/2021,2587500,0,0,0,0,7.966907506,7.755509383,7.755509383,0,0,0,0,0,0,0,0,0,0,-2.95E-06,-2.95E-06,-2.95E-06,1,1,0,0.000905161,0.000905981,0,0,0,0,1.000905981,0,0,0,0,0,0,0,0.285667467,0,0,0,0,0,0,0,0,0.249467368,0.249467368,0,-21130.20833,0,0,0,-383.7935799,0,0,-82140.27111,0.249467368,0,-0.00012,40.65662,40.65662,40.65662,0,38034375,36963122,-21130.20833,0,0,0.249467368,0.249467368,0,-82140.27111,0,0,-1.18E-05,0,0.000905981,0.000905161,2380.562222,0,0,0,0,0,0,0,0,0.331319897,-2.95E-06,-2.95E-06,0.248833333,962325,152462325,962325,0,0,0,0,0,0,0,-2.95E-06,0,10.1425,10.1425,9.95,9.9,0,9.97,10.04,Weak
